"Date","Price","Open","High","Low","Vol.","Change %"
"08/27/2025","4.250","4.330","4.350","4.230","713.62K","-2.75%"
"08/26/2025","4.370","4.310","4.410","4.310","769.07K","0.92%"
"08/25/2025","4.330","4.360","4.405","4.305","804.22K","-0.92%"
"08/22/2025","4.370","4.180","4.410","4.145","1.07M","4.55%"
"08/21/2025","4.180","4.110","4.200","4.050","663.07K","1.21%"
"08/20/2025","4.130","4.150","4.170","4.115","611.48K","-0.72%"
"08/19/2025","4.160","4.350","4.360","4.120","871.50K","-2.58%"
"08/18/2025","4.270","4.200","4.320","4.150","983.89K","1.43%"
"08/15/2025","4.210","4.180","4.210","4.070","1.23M","1.69%"
"08/14/2025","4.140","4.246","4.246","4.080","838.14K","-2.36%"
"08/13/2025","4.240","4.200","4.270","4.130","1.48M","2.66%"
"08/12/2025","4.130","3.950","4.135","3.950","1.39M","5.09%"
"08/11/2025","3.930","4.080","4.105","3.830","1.31M","-2.96%"
"08/08/2025","4.050","4.190","4.245","3.990","1.50M","-3.34%"
"08/07/2025","4.190","4.460","4.535","4.170","1.55M","-4.88%"
"08/06/2025","4.405","3.610","4.510","3.610","4.69M","9.03%"
"08/05/2025","4.040","3.910","4.085","3.900","2.25M","4.39%"
"08/04/2025","3.870","4.010","4.030","3.860","1.72M","-2.52%"
"08/01/2025","3.970","4.150","4.190","3.960","1.18M","-6.15%"
"07/31/2025","4.230","4.280","4.340","4.190","1.58M","-2.08%"
"07/30/2025","4.320","4.490","4.555","4.280","1.49M","-3.79%"
"07/29/2025","4.490","4.570","4.640","4.490","1.48M","-1.54%"
"07/28/2025","4.560","4.540","4.610","4.445","1.13M","1.11%"
"07/25/2025","4.510","4.550","4.560","4.360","989.71K","-1.31%"
"07/24/2025","4.570","4.640","4.670","4.560","874.64K","-3.79%"
"07/23/2025","4.750","4.760","4.810","4.700","1.39M","0.21%"
"07/22/2025","4.740","4.600","4.771","4.570","2.36M","3.72%"
"07/21/2025","4.570","4.480","4.605","4.460","4.75M","3.16%"
"07/18/2025","4.430","4.590","4.590","4.410","1.58M","-2.64%"
"07/17/2025","4.550","4.300","4.550","4.275","1.07M","4.84%"
"07/16/2025","4.340","4.340","4.370","4.275","1.21M","0.00%"
"07/15/2025","4.340","4.360","4.360","4.240","920.87K","-0.69%"
"07/14/2025","4.370","4.520","4.540","4.290","1.54M","-3.96%"
"07/11/2025","4.550","4.430","4.570","4.410","1.51M","0.89%"
"07/10/2025","4.510","4.400","4.580","4.385","1.50M","2.97%"
"07/09/2025","4.380","4.410","4.420","4.265","1.52M","-0.68%"
"07/08/2025","4.410","4.360","4.445","4.291","1.70M","3.04%"
"07/07/2025","4.280","4.270","4.335","4.200","1.73M","-1.83%"
"07/03/2025","4.360","4.260","4.390","4.240","1.38M","2.83%"
"07/02/2025","4.240","4.000","4.250","3.970","2.07M","6.80%"
"07/01/2025","3.970","3.680","4.025","3.640","2.14M","8.17%"
"06/30/2025","3.670","3.700","3.705","3.570","2.05M","0.27%"
"06/27/2025","3.660","3.760","3.770","3.630","18.63M","-3.17%"
"06/26/2025","3.780","3.570","3.780","3.530","1.72M","7.08%"
"06/25/2025","3.530","3.650","3.655","3.510","1.03M","-3.55%"
"06/24/2025","3.660","3.660","3.725","3.630","998.13K","0.55%"
"06/23/2025","3.640","3.710","3.735","3.610","863.06K","-1.62%"
"06/20/2025","3.700","3.870","3.870","3.700","1.60M","-4.15%"
"06/18/2025","3.860","3.880","3.915","3.810","859.27K","-1.03%"
"06/17/2025","3.900","3.940","3.985","3.870","1.11M","-0.51%"
"06/16/2025","3.920","3.880","3.955","3.830","778.25K","2.08%"
"06/13/2025","3.840","3.860","3.938","3.830","761.07K","-1.29%"
"06/12/2025","3.890","3.900","3.960","3.880","857.25K","-1.27%"
"06/11/2025","3.940","4.050","4.055","3.880","1.11M","-1.75%"
"06/10/2025","4.010","4.100","4.170","4.005","874.70K","-1.96%"
"06/09/2025","4.090","4.180","4.225","4.030","900.81K","-2.15%"
"06/06/2025","4.180","4.040","4.280","4.030","1.43M","3.72%"
"06/05/2025","4.030","3.900","4.080","3.865","1.38M","4.40%"
"06/04/2025","3.860","3.690","3.885","3.690","1.07M","5.18%"
"06/03/2025","3.670","3.620","3.670","3.550","1.05M","1.66%"
"06/02/2025","3.610","3.640","3.700","3.600","1.13M","-0.55%"
"05/30/2025","3.630","3.750","3.750","3.585","1.71M","-3.71%"
"05/29/2025","3.770","3.850","3.880","3.770","740.39K","-2.08%"
"05/28/2025","3.850","3.890","3.940","3.810","716.81K","-1.03%"
"05/27/2025","3.890","3.870","3.960","3.810","1.28M","1.57%"
"05/23/2025","3.830","3.740","3.850","3.740","798.00K","1.86%"
"05/22/2025","3.760","3.800","3.825","3.755","687.50K","-1.05%"
"05/21/2025","3.800","3.850","3.880","3.760","649.49K","-1.04%"
"05/20/2025","3.840","3.820","3.885","3.802","696.35K","0.26%"
"05/19/2025","3.830","3.800","3.890","3.790","546.38K","-0.26%"
"05/16/2025","3.840","3.790","3.885","3.750","790.22K","1.05%"
"05/15/2025","3.800","3.860","3.940","3.710","1.09M","-2.06%"
"05/14/2025","3.880","3.970","4.010","3.860","882.97K","-3.00%"
"05/13/2025","4.000","4.050","4.085","3.875","1.33M","-1.48%"
"05/12/2025","4.060","3.860","4.100","3.860","2.21M","8.56%"
"05/09/2025","3.740","3.500","3.820","3.496","1.73M","7.78%"
"05/08/2025","3.470","3.300","3.510","3.039","1.35M","1.76%"
"05/07/2025","3.410","3.490","3.490","3.345","1.41M","-1.45%"
"05/06/2025","3.460","3.490","3.510","3.420","742.25K","-0.72%"
"05/05/2025","3.485","3.540","3.560","3.470","897.38K","-1.55%"
"05/02/2025","3.540","3.530","3.620","3.530","1.01M","1.14%"
"05/01/2025","3.500","3.520","3.600","3.490","580.59K","0.29%"
"04/30/2025","3.490","3.550","3.565","3.440","816.05K","-3.32%"
"04/29/2025","3.610","3.550","3.620","3.520","773.39K","1.40%"
"04/28/2025","3.560","3.700","3.735","3.530","771.83K","-4.30%"
"04/25/2025","3.720","3.720","3.750","3.695","557.94K","-0.80%"
"04/24/2025","3.750","3.620","3.790","3.620","762.16K","3.31%"
"04/23/2025","3.630","3.670","3.755","3.610","901.41K","0.00%"
"04/22/2025","3.630","3.550","3.650","3.530","731.36K","2.83%"
"04/21/2025","3.530","3.490","3.545","3.420","1.66M","2.62%"
"04/17/2025","3.440","3.450","3.525","3.395","910.88K","-0.29%"
"04/16/2025","3.450","3.390","3.460","3.381","643.21K","2.07%"
"04/15/2025","3.380","3.370","3.470","3.365","978.63K","0.60%"
"04/14/2025","3.360","3.350","3.395","3.301","838.02K","1.51%"
"04/11/2025","3.310","3.230","3.315","3.195","748.68K","2.16%"
"04/10/2025","3.240","3.290","3.290","3.150","1.34M","-2.70%"
"04/09/2025","3.330","3.050","3.430","3.000","1.72M","7.42%"
"04/08/2025","3.100","3.110","3.210","2.970","2.25M","0.98%"
"04/07/2025","3.070","3.290","3.585","3.050","2.85M","-8.36%"
"04/04/2025","3.350","3.310","3.440","3.185","2.33M","-2.62%"
"04/03/2025","3.440","3.600","3.630","3.440","1.06M","-8.02%"
"04/02/2025","3.740","3.680","3.760","3.615","887.87K","1.36%"
"04/01/2025","3.690","3.690","3.720","3.605","798.13K","-0.54%"
"03/31/2025","3.710","3.600","3.720","3.515","1.18M","1.92%"
"03/28/2025","3.640","3.770","3.780","3.630","1.31M","-3.96%"
"03/27/2025","3.790","3.800","3.840","3.750","501.68K","0.00%"
"03/26/2025","3.790","3.820","3.870","3.760","1.72M","-0.52%"
"03/25/2025","3.810","3.820","3.930","3.790","1.18M","0.26%"
"03/24/2025","3.800","3.860","3.870","3.765","684.73K","-0.52%"
"03/21/2025","3.820","4.010","4.040","3.820","2.32M","-6.14%"
"03/20/2025","4.070","4.100","4.110","4.010","582.23K","-1.21%"
"03/19/2025","4.120","4.040","4.160","4.040","1.07M","1.23%"
"03/18/2025","4.070","4.050","4.090","4.000","559.08K","0.74%"
"03/17/2025","4.040","4.020","4.070","4.000","569.88K","0.25%"
"03/14/2025","4.030","3.950","4.060","3.930","861.97K","3.07%"
"03/13/2025","3.910","3.890","3.975","3.860","1.19M","0.00%"
"03/12/2025","3.910","3.920","3.930","3.825","1.07M","0.77%"
"03/11/2025","3.880","3.850","3.925","3.760","1.41M","1.04%"
"03/10/2025","3.840","3.920","4.025","3.830","2.56M","-3.03%"
"03/07/2025","3.960","3.810","4.050","3.745","3.01M","4.49%"
"03/06/2025","3.790","3.360","3.820","3.360","1.93M","12.80%"
"03/05/2025","3.360","3.330","3.400","3.311","963.54K","2.13%"
"03/04/2025","3.290","3.370","3.375","3.230","1.13M","-2.37%"
"03/03/2025","3.370","3.500","3.560","3.370","1.18M","-1.75%"
"02/28/2025","3.430","3.440","3.450","3.370","919.75K","-0.29%"
"02/27/2025","3.440","3.580","3.590","3.440","1.18M","-4.44%"
"02/26/2025","3.600","3.630","3.630","3.510","886.35K","0.28%"
"02/25/2025","3.590","3.620","3.640","3.520","961.70K","0.00%"
"02/24/2025","3.590","3.520","3.675","3.470","1.12M","3.16%"
"02/21/2025","3.480","3.650","3.660","3.450","1.41M","-4.13%"
"02/20/2025","3.630","3.850","3.970","3.630","1.80M","-4.97%"
"02/19/2025","3.820","3.840","3.875","3.770","1.29M","-0.78%"
"02/18/2025","3.850","4.080","4.080","3.840","1.34M","-5.64%"
"02/14/2025","4.080","4.100","4.101","4.005","583.75K","-0.97%"
"02/13/2025","4.120","4.130","4.145","4.070","288.43K","-0.24%"
"02/12/2025","4.130","4.070","4.150","4.070","539.83K","0.49%"
"02/11/2025","4.110","4.040","4.169","4.040","676.39K","2.24%"
"02/10/2025","4.020","3.900","4.230","3.900","1.58M","5.51%"
"02/07/2025","3.810","3.880","3.950","3.800","691.80K","-1.55%"
"02/06/2025","3.870","3.880","3.920","3.830","772.09K","0.26%"
"02/05/2025","3.860","3.900","3.936","3.840","722.94K","-0.77%"
"02/04/2025","3.890","3.860","3.930","3.860","431.94K","1.04%"
"02/03/2025","3.850","3.870","4.009","3.829","529.32K","-1.03%"
"01/31/2025","3.890","3.870","3.970","3.830","622.84K","0.78%"
"01/30/2025","3.860","3.960","3.960","3.850","634.12K","-1.53%"
"01/29/2025","3.920","3.850","3.930","3.820","490.25K","1.55%"
"01/28/2025","3.860","3.890","3.890","3.810","535.93K","-0.77%"
"01/27/2025","3.890","3.940","3.955","3.810","668.88K","-2.75%"
"01/24/2025","4.000","3.970","4.010","3.955","298.32K","1.01%"
"01/23/2025","3.960","4.030","4.050","3.935","565.45K","-1.98%"
"01/22/2025","4.040","4.020","4.090","3.990","413.91K","0.50%"
"01/21/2025","4.020","4.080","4.110","4.010","655.39K","-1.23%"
"01/17/2025","4.070","4.110","4.150","4.041","727.68K","-0.25%"
"01/16/2025","4.080","4.080","4.098","4.032","597.81K","0.25%"
"01/15/2025","4.070","4.020","4.110","4.005","573.16K","3.04%"
"01/14/2025","3.950","3.990","3.990","3.870","646.84K","-0.25%"
"01/13/2025","3.960","3.890","3.970","3.860","438.01K","1.02%"
"01/10/2025","3.920","3.890","3.948","3.850","505.04K","0.00%"
"01/08/2025","3.920","3.940","3.940","3.860","614.19K","-0.76%"
"01/07/2025","3.950","4.010","4.010","3.900","457.43K","-1.50%"
"01/06/2025","4.010","4.000","4.090","4.000","582.49K","1.26%"
"01/03/2025","3.960","3.940","4.010","3.900","942.33K","0.76%"
"01/02/2025","3.930","3.860","3.990","3.835","1.08M","3.42%"
"12/31/2024","3.800","3.780","3.880","3.760","1.07M","0.53%"
"12/30/2024","3.780","3.750","3.800","3.680","1.28M","0.00%"
"12/27/2024","3.780","3.790","3.810","3.730","868.95K","-0.53%"
"12/26/2024","3.800","3.790","3.820","3.735","742.20K","0.26%"
"12/24/2024","3.790","3.810","3.849","3.720","371.78K","0.00%"
"12/23/2024","3.790","3.850","3.880","3.740","961.30K","-2.07%"
"12/20/2024","3.870","3.780","3.940","3.745","2.41M","2.38%"
"12/19/2024","3.780","3.870","3.970","3.770","1.30M","-1.56%"
"12/18/2024","3.840","4.040","4.050","3.810","1.47M","-4.48%"
"12/17/2024","4.020","4.060","4.070","3.995","2.12M","-1.47%"
"12/16/2024","4.080","4.130","4.160","4.000","1.53M","-2.16%"
"12/13/2024","4.170","4.250","4.250","4.080","1.53M","-2.80%"
"12/12/2024","4.290","4.280","4.305","4.210","676.32K","-0.23%"
"12/11/2024","4.300","4.300","4.400","4.260","1.12M","0.70%"
"12/10/2024","4.270","4.310","4.310","4.160","948.33K","-0.70%"
"12/09/2024","4.300","4.270","4.470","4.270","1.48M","0.94%"
"12/06/2024","4.260","4.300","4.300","4.195","749.87K","-1.16%"
"12/05/2024","4.310","4.400","4.450","4.280","685.84K","-2.05%"
"12/04/2024","4.400","4.420","4.505","4.370","687.40K","0.00%"
"12/03/2024","4.400","4.440","4.520","4.350","2.06M","-0.45%"
"12/02/2024","4.420","4.360","4.420","4.300","980.89K","1.38%"
"11/29/2024","4.360","4.350","4.420","4.335","573.82K","-0.23%"
"11/27/2024","4.370","4.370","4.450","4.340","468.16K","0.00%"
"11/26/2024","4.370","4.370","4.420","4.290","1.39M","-0.46%"
"11/25/2024","4.390","4.570","4.660","4.360","1.01M","-3.94%"
"11/22/2024","4.570","4.500","4.600","4.495","754.40K","1.11%"
"11/21/2024","4.520","4.460","4.550","4.400","817.76K","0.89%"
"11/20/2024","4.480","4.500","4.650","4.465","1.00M","-0.22%"
"11/19/2024","4.490","4.560","4.560","4.320","1.10M","-0.88%"
"11/18/2024","4.530","4.260","4.560","4.260","2.39M","7.09%"
"11/15/2024","4.230","4.120","4.290","4.090","1.82M","4.96%"
"11/14/2024","4.030","4.030","4.080","3.995","993.86K","-0.25%"
"11/13/2024","4.040","4.100","4.135","4.040","1.09M","-1.46%"
"11/12/2024","4.100","4.130","4.200","4.000","1.85M","-1.68%"
"11/11/2024","4.170","4.160","4.185","4.085","1.20M","-0.24%"
"11/08/2024","4.180","4.340","4.340","4.120","1.66M","-3.69%"
"11/07/2024","4.340","4.360","4.570","4.190","2.38M","-7.26%"
"11/06/2024","4.680","4.390","4.735","4.370","3.32M","9.86%"
"11/05/2024","4.260","4.190","4.270","4.140","1.07M","1.43%"
"11/04/2024","4.200","4.240","4.265","4.180","945.29K","-0.24%"
"11/01/2024","4.210","4.230","4.230","4.150","733.25K","0.48%"
"10/31/2024","4.190","4.210","4.255","4.150","964.16K","-0.71%"
"10/30/2024","4.220","4.280","4.305","4.195","795.39K","-1.40%"
"10/29/2024","4.280","4.330","4.353","4.240","752.39K","-2.06%"
"10/28/2024","4.370","4.290","4.439","4.280","882.32K","1.86%"
"10/25/2024","4.290","4.330","4.407","4.275","597.13K","-0.92%"
"10/24/2024","4.330","4.310","4.360","4.270","736.48K","0.46%"
"10/23/2024","4.310","4.460","4.460","4.260","1.33M","-3.58%"
"10/22/2024","4.470","4.470","4.530","4.460","968.72K","0.00%"
"10/21/2024","4.470","4.550","4.550","4.350","1.52M","-0.67%"
"10/18/2024","4.500","4.620","4.650","4.445","1.15M","-1.96%"
"10/17/2024","4.590","4.540","4.610","4.520","1.66M","1.32%"
"10/16/2024","4.530","4.590","4.630","4.505","1.28M","0.00%"
"10/15/2024","4.530","4.500","4.570","4.460","1.20M","-1.09%"
"10/14/2024","4.580","4.530","4.610","4.470","1.21M","1.10%"
"10/11/2024","4.530","4.410","4.540","4.410","801.89K","2.72%"
"10/10/2024","4.410","4.300","4.420","4.265","639.80K","0.92%"
"10/09/2024","4.370","4.370","4.440","4.320","796.74K","-0.46%"
"10/08/2024","4.390","4.490","4.490","4.330","1.15M","-3.09%"
"10/07/2024","4.530","4.570","4.595","4.470","1.26M","-0.88%"
"10/04/2024","4.570","4.510","4.760","4.510","2.08M","1.78%"
"10/03/2024","4.490","4.550","4.570","4.410","1.13M","-2.39%"
"10/02/2024","4.600","5.030","5.120","4.600","3.43M","-7.26%"
"10/01/2024","4.960","4.640","4.970","4.610","3.78M","6.90%"
"09/30/2024","4.640","4.660","4.710","4.535","1.42M","1.31%"
"09/27/2024","4.580","4.410","4.640","4.400","1.14M","4.33%"
"09/26/2024","4.390","4.410","4.565","4.380","1.54M","1.86%"
"09/25/2024","4.310","4.360","4.400","4.290","802.14K","-0.92%"
"09/24/2024","4.350","4.310","4.450","4.310","1.24M","2.59%"
"09/23/2024","4.240","4.190","4.270","4.190","887.03K","0.95%"
"09/20/2024","4.200","4.290","4.310","4.150","1.05M","-2.55%"
"09/19/2024","4.310","4.300","4.340","4.240","436.32K","2.62%"
"09/18/2024","4.200","4.200","4.350","4.121","1.35M","0.48%"
"09/17/2024","4.180","4.170","4.236","4.155","1.19M","0.72%"
"09/16/2024","4.150","4.210","4.225","4.110","868.15K","-0.72%"
"09/13/2024","4.180","4.160","4.265","4.160","993.41K","0.97%"
"09/12/2024","4.140","4.270","4.310","4.140","803.71K","-2.59%"
"09/11/2024","4.250","4.130","4.280","4.065","1.35M","2.91%"
"09/10/2024","4.130","4.190","4.190","4.095","1.38M","-1.43%"
"09/09/2024","4.190","4.240","4.250","4.160","1.35M","-0.48%"
"09/06/2024","4.210","4.210","4.260","4.110","1.60M","0.00%"
"09/05/2024","4.210","4.320","4.375","4.210","986.91K","-1.86%"
"09/04/2024","4.290","4.240","4.305","4.230","894.33K","0.23%"
"09/03/2024","4.280","4.340","4.360","4.202","2.69M","-3.17%"
"08/30/2024","4.420","4.410","4.490","4.300","774.75K","0.23%"
"08/29/2024","4.410","4.430","4.490","4.396","552.33K","0.00%"
"08/28/2024","4.410","4.340","4.440","4.330","1.13M","0.68%"
"08/27/2024","4.380","4.410","4.430","4.355","481.43K","-0.45%"
"08/26/2024","4.400","4.590","4.625","4.390","1.11M","-2.98%"
"08/23/2024","4.535","4.350","4.600","4.350","2.17M","4.73%"
"08/22/2024","4.330","4.390","4.410","4.330","630.34K","-1.59%"
"08/21/2024","4.400","4.450","4.480","4.385","980.10K","-0.90%"
"08/20/2024","4.440","4.580","4.580","4.420","693.29K","-2.63%"
"08/19/2024","4.560","4.560","4.615","4.540","597.78K","0.44%"
"08/16/2024","4.540","4.500","4.560","4.420","1.31M","-0.66%"
"08/15/2024","4.570","4.550","4.620","4.505","1.40M","2.24%"
"08/14/2024","4.470","4.550","4.630","4.470","855.27K","-1.97%"
"08/13/2024","4.560","4.510","4.625","4.510","925.56K","0.66%"
"08/12/2024","4.530","4.680","4.740","4.480","1.24M","-1.74%"
"08/09/2024","4.610","4.420","4.710","4.400","1.55M","4.30%"
"08/08/2024","4.420","4.650","4.668","4.380","3.69M","-3.91%"
"08/07/2024","4.600","4.810","4.826","4.520","1.59M","-4.17%"
"08/06/2024","4.800","5.050","5.210","4.765","2.09M","2.35%"
"08/05/2024","4.690","4.610","4.730","4.510","2.55M","-3.30%"
"08/02/2024","4.850","5.010","5.050","4.810","2.72M","-6.01%"
"08/01/2024","5.160","5.500","5.620","5.105","2.74M","-7.03%"
"07/31/2024","5.550","5.390","5.650","5.350","1.14M","4.91%"
"07/30/2024","5.290","5.300","5.390","5.215","922.03K","-0.38%"
"07/29/2024","5.310","5.490","5.620","5.250","683.02K","-2.21%"
"07/26/2024","5.430","5.480","5.480","5.360","527.80K","0.37%"
"07/25/2024","5.410","5.580","5.580","5.410","518.89K","-2.87%"
"07/24/2024","5.570","5.680","5.700","5.550","780.98K","-2.28%"
"07/23/2024","5.700","5.660","5.700","5.540","648.47K","-0.35%"
"07/22/2024","5.720","5.790","5.800","5.670","446.38K","-1.04%"
"07/19/2024","5.780","5.790","5.815","5.730","302.54K","-0.69%"
"07/18/2024","5.820","5.890","5.980","5.785","687.70K","-1.69%"
"07/17/2024","5.920","5.960","6.055","5.860","936.36K","-1.50%"
"07/16/2024","6.010","5.850","6.110","5.785","1.28M","2.91%"
"07/15/2024","5.840","5.800","5.930","5.700","516.68K","0.86%"
"07/12/2024","5.790","5.750","5.798","5.700","596.41K","1.40%"
"07/11/2024","5.710","5.810","5.820","5.620","691.24K","0.00%"
"07/10/2024","5.710","5.780","5.900","5.670","866.10K","-0.17%"
"07/09/2024","5.720","5.680","5.750","5.630","915.60K","0.18%"
"07/08/2024","5.710","5.690","5.790","5.650","959.77K","0.18%"
"07/05/2024","5.700","5.620","5.730","5.620","806.57K","1.06%"
"07/03/2024","5.640","5.570","5.735","5.570","510.30K","2.17%"
"07/02/2024","5.520","5.500","5.570","5.400","1.75M","0.55%"
"07/01/2024","5.490","5.430","5.575","5.430","1.73M","2.43%"
"06/28/2024","5.360","5.410","5.430","5.310","1.39M","0.19%"
"06/27/2024","5.350","5.270","5.350","5.270","599.63K","1.71%"
"06/26/2024","5.260","5.210","5.270","5.200","962.79K","0.96%"
"06/25/2024","5.210","5.200","5.240","5.120","1.20M","0.19%"
"06/24/2024","5.200","5.210","5.285","5.140","852.74K","0.39%"
"06/21/2024","5.180","5.160","5.190","5.020","1.15M","-0.58%"
"06/20/2024","5.210","5.200","5.210","5.070","2.42M","0.77%"
